movie_title,year,genre,combined_rating,total_popularity
"mom, the star, and the sea anemone",1995,Drama,7.0,9
moment,1981,"Comedy,Drama",6.9,9
momentos,1981,Drama,6.9,51
momer alo,1964,Drama,7.8,10
momeyo dragon: bakunyû midare saki,2020,\N,6.9,10
mommie dearest,1981,Drama,5.8,19191
mommy & me,2011,Comedy,6.5,22
mommy's little monster,2012,Drama,5.2,81
momo,2017,Comedy,5.1,1429
momshies! your soul is mine,2021,Comedy,5.4,53
mon oncle (my uncle),1958,Comedy,7.0,3
monarca,2020,Sci-Fi,8.1,12
mondi mogudu penki pellam,1992,Comedy,7.1,21
money,2016,"Crime,Mystery,Thriller",5.5,3152
money,2019,"Crime,Drama",6.1,1092
money in my pocket,1962,"Comedy,Drama",4.8,26
moneyboys,2021,Drama,6.4,1231
monged,2015,"Comedy,Crime,Drama",7.3,29
mongol,2007,Drama,5.0,1
mongol,2007,War,5.0,1
monica in the south seas,2023,Documentary,6.3,22
monica's news,2024,Drama,7.7,6
"monica, daughter of mona",1973,Adult,3.6,8
monkeys in the attic,1974,Drama,4.7,54
monochrome,2016,"Drama,Thriller",4.9,218
monsieur beaucaire,1946,"Adventure,Comedy,History",6.7,782
monsieur le maire,1947,Comedy,6.6,7
monsignor,1949,Drama,6.8,80
monsoon,2015,"Comedy,Romance",3.9,94
monsoon raaga,2022,"Drama,Romance",7.1,322
monsoon wedding,2001,Comedy,8.0,12
monsoon wedding,2001,Romance,8.0,12
monster,2023,"Drama,Thriller",7.8,34411
monster class: krampus and other christmas monsters,2020,Family,4.6,8
monster croc hunt,2013,Documentary,6.0,16
monster dog,1984,"Horror,Music",4.4,1668
monster-in-law,2005,Comedy,5.8,67209
monster-in-law,2005,Romance,5.8,67209
monsters,2010,Drama,6.65,99641
monsters,2010,Sci-Fi,6.65,99641
monsters of carnage,2013,Horror,5.0,22
monsters.,2019,"Drama,Romance",6.2,666
monte carlo,2011,Adventure,5.9,50407
monte carlo,2011,Comedy,5.9,50407
monte carlo,2011,Romance,5.9,50407
monte de piedad,1951,Drama,7.1,9
monte walsh,1970,Western,7.0,3175
"montre ton corps, baise-moi",2004,"Adult,Documentary",7.6,16
"monturiol, el senyor del mar",1993,"Biography,Drama",5.4,33
monty python's and now for something completely different,1971,Comedy,4.0,28
monty python's spamalot,2009,Documentary,8.5,35
monument ave.,1998,Action,5.0,1
monument ave.,1998,Crime,5.0,1
monument ave.,1998,Drama,5.0,1
"monuments men, the",2014,Action,7.0,6
"monuments men, the",2014,Drama,7.0,6
"monuments men, the",2014,War,7.0,6
mookajjiya kanasugalu,2019,Drama,8.3,37
moon crash,2022,"Adventure,Sci-Fi",2.5,598
moon lake,2009,"Drama,Fantasy",7.5,23
moon over miami,1941,"Comedy,Musical,Romance",6.7,1481
moon over parador,1988,Comedy,6.0,1
moon river,1974,"Comedy,Romance",5.8,13
moon shadow,1995,Drama,6.8,130
moonfleet,1955,"Adventure,Drama",6.6,4146
moonlight,2002,Thriller,6.0,852
moonlight and pretzels,1933,"Drama,Musical,Romance",6.4,134
moonlight express,1999,"Crime,Drama,Romance",6.2,601
moonlight mile,2002,Drama,8.0,3
moonlight mile,2002,Romance,8.0,3
moonlight sonata,1937,"Drama,Romance",6.2,127
moonlighting,1982,Drama,7.3,3683
moonraker,1979,Action,7.65,112454
moonraker,1979,Adventure,7.65,112454
moonraker,1979,Sci-Fi,7.65,112454
moonraker,1979,Thriller,7.65,112454
moonrise kingdom,2012,Comedy,7.4,373655
moonrise kingdom,2012,Drama,7.4,373655
moonrise kingdom,2012,Romance,7.4,373655
moonrise over egypt,2018,History,7.4,32
moonshine girls,1974,"Adult,Comedy",4.8,22
moonstruck,1987,Comedy,4.0,27
moonstruck,1987,Romance,4.0,27
moonwolf,1959,Sci-Fi,4.6,42
moord in extase,1984,"Crime,Drama,Thriller",6.0,206
moral 63,1963,"Comedy,Drama",6.5,58
morat: balas perdidas,2021,Music,8.0,44
morbosamente vostra,1985,Adult,4.5,33
mord for åbent tæppe,1964,"Comedy,Crime",4.8,47
mordprozeß dr. jordan,1949,Drama,7.5,40
more american graffiti,1979,Comedy,5.7,5268
more than a voyeur,1973,Adult,5.7,14
more than a woman,2005,"Comedy,Drama",6.8,10
more to love,2014,Romance,5.3,46
morgen werde ich verhaftet,1939,\N,6.6,10
morgen wirst du um mich weinen,1959,Drama,5.4,12
"morgenthau: three men, three generations, one fight",2013,"Biography,Documentary,Family",5.8,17
morir de dia,2010,Documentary,7.2,14
"morisot: moed, storm en liefde",2018,Documentary,7.3,18
moritz macht sein glück,1931,Comedy,6.8,14
"moritz, dear moritz",1978,Drama,6.6,195
"morning after, the",1986,Drama,8.0,2
"morning after, the",1986,Mystery,8.0,2
morning tea,2010,Drama,8.5,10
morons from outer space,1985,Comedy,4.0,1
morons from outer space,1985,Sci-Fi,4.0,1
mortacci,1989,Comedy,6.8,236
mortadelo & filemon: the big adventure (la gran aventura de mortadelo y filemón),2003,Action,7.0,1
mortadelo & filemon: the big adventure (la gran aventura de mortadelo y filemón),2003,Adventure,7.0,1
mortadelo & filemon: the big adventure (la gran aventura de mortadelo y filemón),2003,Comedy,7.0,1
mortadelo and filemon: mission implausible,2014,"Animation,Comedy",6.4,2423
mortal kombat: annihilation,1997,Action,6.0,7
mortal kombat: annihilation,1997,Adventure,6.0,7
mortal kombat: annihilation,1997,Fantasy,6.0,7
mortem,2010,"Mystery,Thriller",5.1,62
mortem,2016,"Drama,Horror,Thriller",7.7,183
mortgage,1989,Drama,6.6,20
morvarid,1973,\N,6.2,10
mosambi narangi,1981,Romance,6.4,12
"moscow days, l.a. nights",2004,"Action,Thriller",2.8,12
moscow does not believe in tears,1980,"Comedy,Drama,Romance",8.0,14965
moscow on the hudson,1984,Comedy,8.0,5
moscow on the hudson,1984,Drama,8.0,5
moshi monsters: the movie,2013,"Adventure,Animation,Comedy",3.3,689
moskovskie kanikuly,1995,"Comedy,Romance",5.9,246
moskva - genuya,1964,"Drama,History",7.5,14
most beautiful island,2017,"Drama,Horror,Thriller",5.7,3741
motel,1989,Documentary,7.7,98
motel ghoo,2012,Comedy,2.9,45
moth,2021,"Action,Drama,Horror",5.0,37
mother,1952,Drama,7.5,924
mother's balls,2018,Documentary,7.4,14
mother's day: what a horror!,1995,\N,3.6,9
mother's revenge,2016,"Drama,Horror,Thriller",5.3,32
motherhood,2009,Comedy,2.0,1
motherhood,2022,"Mystery,Romance",6.1,232
motherless brooklyn,2019,"Crime,Drama,Mystery",6.8,64633
"mothman prophecies, the",2002,Drama,6.0,13
"mothman prophecies, the",2002,Fantasy,6.0,13
"mothman prophecies, the",2002,Horror,6.0,13
"mothman prophecies, the",2002,Mystery,6.0,13
"mothman prophecies, the",2002,Thriller,6.0,13
motion,2001,Drama,6.0,53
motivation 3: the next generation,2017,"Action,Documentary,Sport",5.7,159
moto girl,1980,Adult,4.1,9
motorista sem limites,1970,"Comedy,Musical",5.3,15
motylyok,2017,"Action,Drama",5.3,30
moulin rouge,2001,Drama,2.0,55
moulin rouge,2001,Musical,2.0,55
moulin rouge,2001,Romance,2.0,55
mountains of the moon,1990,Adventure,6.0,1
"mouse that roared, the",1959,Comedy,6.0,1
"mouse that roared, the",1959,War,6.0,1
move,2012,Comedy,6.6,1405
move me,2003,"Comedy,Drama",6.4,1097
movers ultimate,2022,Comedy,5.9,116
movie magic motion,2016,Documentary,4.7,12
movievoyeur.com,2000,Mystery,8.1,10
moving stories,2018,Documentary,8.2,29
moya lyubov,1940,"Comedy,Musical,Romance",6.1,75
mozart and the whale,2005,Comedy,5.0,1
mozart and the whale,2005,Drama,5.0,1
mozart and the whale,2005,Romance,5.0,1
mp3: una película de rock descargable,2010,"Music,Romance",4.8,19
mr bhatti on chutti,2012,Comedy,4.0,100
mr calzaghe,2015,"Biography,Documentary,Sport",8.0,801
mr fraud,2012,Thriller,5.2,16
mr house keeping,2025,Comedy,6.6,309
mr shudai,2024,Comedy,9.2,533
mr. 3000,2004,Comedy,4.0,3
mr. 3000,2004,Drama,4.0,3
mr. atlas,1997,Fantasy,5.2,103
mr. bangladesh,2018,Thriller,5.6,112
mr. brooks,2007,Crime,6.0,7
mr. brooks,2007,Drama,6.0,7
mr. brooks,2007,Thriller,6.0,7
mr. censor,2021,Comedy,2.8,213
"mr. death: the rise and fall of fred a. leuchter, jr.",1999,Documentary,8.0,5
mr. deeds goes to town,1936,Comedy,7.0,2
mr. deeds goes to town,1936,Romance,7.0,2
mr. doctor,1916,\N,3.7,31
mr. funkis - ett möte med arkitekten sven markelius,2022,"Biography,Documentary",7.1,8
mr. holland's opus,1995,Drama,8.0,80
mr. holmes,2015,Drama,6.0,1
mr. holmes,2015,Mystery,6.0,1
mr. homanand,2018,Horror,6.6,8
mr. jealousy,1997,Comedy,4.0,2
mr. jealousy,1997,Romance,4.0,2
mr. king,2023,"Drama,Romance,Thriller",5.0,3000
mr. lucky,1943,"Comedy,Crime,Romance",7.1,3700
mr. miao,2020,"Adventure,Animation,Fantasy",5.7,106
mr. mom,1983,Comedy,2.0,15
mr. mom,1983,Drama,2.0,15
mr. muhsin,1987,"Comedy,Drama,Music",8.4,12275
mr. presto,2018,Comedy,8.0,26
mr. right,2016,Action,9.0,3
mr. right,2016,Comedy,9.0,3
mr. right,2016,Romance,9.0,3
mr. rudolpho's jubilee,2017,"Comedy,Music,Musical",7.7,218
mr. vincent,1997,Drama,6.3,121
mr. wang's burning desire,1993,Comedy,6.7,15
mr.peyii,2021,Comedy,9.0,14
mridanga chakravarthi,1983,\N,6.0,12
mrigja,2022,"Comedy,Drama",8.8,22
mrs. black is back,1914,Comedy,7.5,21
"mrs. brown (a.k.a. her majesty, mrs. brown)",1997,Drama,6.0,5
"mrs. brown (a.k.a. her majesty, mrs. brown)",1997,Romance,6.0,5
mrs. f.,2020,Documentary,7.9,11
mrs. goundo's daughter,2009,Documentary,7.9,10
mrugam,1996,Drama,6.2,6
mrutunjaya,1990,"Action,Drama",6.3,11
mteri chemi - dzma chemi!,2016,War,8.2,23
mtsvervalta dampkrobni,1952,"Adventure,Drama,War",4.8,15
mualla,1964,Romance,4.9,16
much ado about nothing,1973,"Comedy,Romance",6.6,118
much ado about nothing,1993,Comedy,6.0,44
much ado about nothing,1993,Romance,6.0,44
muck,2015,Horror,2.7,3132
mud,2012,Adventure,10.0,3
mud,2012,Crime,10.0,3
mud,2012,Drama,10.0,3
"mudar de vida - josé mário branco, vida e obra",2014,"Biography,Documentary",7.5,37
muertes a medianoche,2001,"Drama,Horror",6.0,11
muhammad ali's greatest fight,2013,"Biography,Drama",6.7,2626
muhurtham pathnonnu muppathinu,1985,Drama,7.2,24
muirhouse,2012,"Drama,Horror,Thriller",4.1,561
muita calma nessa hora 2,2014,Comedy,4.9,431
mukagali,2021,Drama,7.5,32
mukha,2008,Drama,6.4,144
mukham,1990,"Crime,Mystery,Thriller",6.8,382
mukkam post devach ghar,2025,Drama,9.1,334
mukkam post london,2007,Comedy,5.8,28
mulan ii,2004,Action,5.0,1
mulan ii,2004,Animation,5.0,1
mulan ii,2004,Children,5.0,1
mulan ii,2004,Comedy,5.0,1
mulan ii,2004,Musical,5.0,1
mule-tide christmas,2014,Animation,4.0,38
muleque té doido 2: a lenda de dom sebastião,2016,Comedy,6.2,12
mulgwisin,2023,Horror,3.7,16
mulheres e cavalos,1987,Adult,5.0,7
mulholland dr.,1999,Drama,6.0,2
mulholland dr.,1999,Mystery,6.0,2
mulholland dr.,1999,Romance,6.0,2
mulholland falls,1996,Crime,4.0,21
mulholland falls,1996,Drama,4.0,21
mulholland falls,1996,Thriller,4.0,21
mull,1989,Drama,6.3,85
mullet,2001,"Comedy,Drama",6.0,496
multo in the city,1994,"Comedy,Horror,Thriller",5.3,23
mumbai apli ahe,2019,Drama,6.4,33
mumbai delhi mumbai,2014,"Comedy,Romance",5.7,399
mumbai mafia: police vs the underworld,2023,"Crime,Documentary",6.5,1245
mumia: long distance revolutionary,2012,"Biography,Documentary,History",7.3,486
mumiya iz chemodana,1991,Comedy,5.8,9
mummy save me,2016,Horror,4.7,127
"mummy, the",1959,Horror,6.0,93
"mummy: tomb of the dragon emperor, the",2008,Action,5.0,7
"mummy: tomb of the dragon emperor, the",2008,Adventure,5.0,7
"mummy: tomb of the dragon emperor, the",2008,Fantasy,5.0,7
"mummy: tomb of the dragon emperor, the",2008,Thriller,5.0,7
mundo-mercado do sexo,1979,Horror,5.7,48
munna bhai m.b.b.s.,2003,Comedy,5.0,1
"muppet christmas carol, the",1992,Children,10.0,19
"muppet christmas carol, the",1992,Comedy,10.0,19
"muppet christmas carol, the",1992,Musical,10.0,19
"muppet christmas: letters to santa, a",2008,Children,3.0,1
"muppet christmas: letters to santa, a",2008,Comedy,3.0,1
murali krishnudu,2008,"Action,Comedy,Romance",8.6,254
murder at 3am,1953,"Crime,Drama,Mystery",5.3,237
murder by design,2002,Thriller,6.0,75
murder city: detroit - 100 years of crime and violence,2008,Documentary,8.0,10
murder commited in a sly and cruel manner and from low motives,1969,"Crime,Thriller",7.0,122
murder elite,1985,"Drama,Horror,Thriller",5.4,146
murder in the first,1995,Drama,10.0,13
murder in the first,1995,Thriller,10.0,13
murder in the orient,1974,"Action,Adventure,Crime",3.9,54
murder on a sunday morning (un coupable idéal),2001,Documentary,7.0,1
murder on diamond row,1937,"Crime,Drama,Mystery",6.1,277
murder rap: inside the biggie and tupac murders,2015,"Crime,Documentary,Music",7.3,955
murder without crime,1950,"Crime,Drama,Thriller",6.3,277
murder!,1930,"Crime,Drama,Mystery",6.3,7402
"murder, anyone?",2022,"Comedy,Crime,Mystery",4.6,702
muriel's wedding,1994,Comedy,10.0,33
murphy's romance,1985,Comedy,5.5,7426
murphy's romance,1985,Romance,5.5,7426
musa the warrior (musa),2001,Action,9.0,1
musa the warrior (musa),2001,Adventure,9.0,1
musa the warrior (musa),2001,Drama,9.0,1
musa the warrior (musa),2001,War,9.0,1
"muse, the",1999,Comedy,6.0,7
music from another room,1998,Drama,8.0,2
music from another room,1998,Romance,8.0,2
music is the weapon,1982,"Documentary,Music",7.7,230
music meri jaan,2016,Musical,9.0,5
musik ombord,1958,"Comedy,Musical",4.2,54
"musketeer, the",2001,Action,2.0,2
"musketeer, the",2001,Adventure,2.0,2
"musketeer, the",2001,Drama,2.0,2
"musketeer, the",2001,Romance,2.0,2
musmos na sumibol sa gubat ng digma,2018,Drama,6.3,9
musnahkan ilmu santet,1989,Horror,3.7,15
"mussum, um filme do cacildis",2019,Documentary,7.3,426
mutant aliens,2001,Animation,10.0,2
mutant aliens,2001,Comedy,10.0,2
mutant aliens,2001,Sci-Fi,10.0,2
muthodu muthu,1984,"Drama,Romance",6.4,8
mutilator 2,2023,Horror,6.7,27
mutiny on the western front,1979,"Documentary,War",7.2,25
mutlu aile tablosu,2022,Comedy,5.6,55
mutluyuz,2023,Comedy,4.3,1290
mutual needs,1997,"Drama,Thriller",4.5,294
mutzmag,1993,\N,6.7,32
muzhestvo,1939,Adventure,6.1,65
my addiction,1994,Comedy,4.3,11
my american cousin,2008,Documentary,7.3,9
my american exodus,2010,\N,7.9,9
my apologies,2023,Comedy,4.4,1482
my best friend's girl,2008,Comedy,9.0,3
my best friend's girl,2008,Romance,9.0,3
my big fat greek wedding 2,2016,Comedy,4.0,1
my big night,2015,"Comedy,Romance",6.1,4966
my bill,1938,"Drama,Romance",6.8,491
my blackberry girlfriend,2011,"Comedy,Drama",3.7,32
my blonde foreign wife,1973,\N,3.1,10
my blue heaven,1990,Comedy,6.0,11
my bodyguard,1980,Drama,6.0,7
my boo,2024,"Comedy,Drama,Horror",6.1,661
my boyfriend in orange,2022,Romance,6.2,82
my boyfriend's back,1993,Comedy,4.0,2
my brother,2016,"Comedy,Romance",5.8,5241
my brother loves me too much,2017,"Drama,Family,Romance",5.7,360
my brother's wife,1966,"Drama,Romance",4.8,265
my brother's wife,2005,Drama,6.0,3605
my brother-in-law,2003,"Comedy,Drama",6.4,456
my career as a jerk,2012,Documentary,7.1,61
my crazy life (mi vida loca),1993,Drama,6.0,2
my dad is a jerk!,1997,Comedy,5.5,52
my dark days,2001,Thriller,6.6,35
my daughter the terrorist,2007,Documentary,7.5,45
my daughter's keeper,1991,"Drama,Thriller",5.4,64
my dead selfie,2018,Horror,7.8,11
my dear mummy,2014,Drama,4.8,23
my dog dou dou,2012,Drama,6.0,18
my dog killer,2013,Drama,5.6,352
my dog skip,1999,Children,7.0,11
my dog skip,1999,Drama,7.0,11
my dog vincent,1997,"Comedy,Drama",5.9,108
my driver & i,2024,Drama,7.4,17
"my enemy, my brother",2017,"Documentary,History,War",6.8,31
my ex-ex,2015,"Comedy,Romance",4.6,344
my fair lady,2019,Musical,6.8,85
my fair wedding,2015,Documentary,6.5,14
my family,1995,Drama,6.0,2
my father and my son (babam ve oglum),2005,Drama,9.0,1
my father's violin,2022,Drama,6.4,4289
my favorite blonde,1942,Comedy,7.0,1691
my favorite year,1982,Comedy,6.0,9
my first miracle,2002,Drama,7.3,163
my first romance,2003,Romance,6.5,55
my flying wife,1991,"Action,Comedy,Fantasy",5.6,118
my freedom,2023,"Drama,History",6.4,94
my friend from india,1927,Comedy,6.5,30
my friend's wife,2015,"Drama,Romance",8.1,59
my giant,1998,Comedy,6.0,1
my guardian angel,2016,Thriller,4.7,691
my heart puppy,2023,"Comedy,Drama,Family",6.7,391
my hero 2,1993,"Comedy,Crime",5.4,134
my hero the hitman,2022,Documentary,8.0,7
my husband's getting married today,1956,Comedy,6.0,79
my left foot,1989,Drama,8.0,10
my life,1993,Drama,10.0,3
my life as a dog (mitt liv som hund),1985,Comedy,10.0,9
my life as a dog (mitt liv som hund),1985,Drama,10.0,9
my life as mcdull (mak dau goo si),2001,Animation,10.0,1
my life as mcdull (mak dau goo si),2001,Comedy,10.0,1
my life as mcdull (mak dau goo si),2001,Drama,10.0,1
my life without air,2017,Documentary,6.0,64
my loneliness has wings,2023,Drama,5.3,660
my love,2006,Animation,10.0,1
my love,2006,Drama,10.0,1
my love story,2013,Romance,5.4,10
"my love, my bride",2014,"Comedy,Romance",6.4,857
my magic,2008,Drama,6.5,326
my man adam,1985,"Comedy,Crime,Thriller",5.1,191
my man godfrey,1957,Comedy,10.0,5
my masterpiece,2018,"Comedy,Drama",7.1,7831
my mom's darkest secrets,2019,Drama,5.1,214
my mother's garden,2008,Documentary,9.0,50
my music story: yoshiki,2020,"Documentary,Music",7.4,28
my name is nobody,2005,Drama,6.0,14
my national gallery,2024,Documentary,8.0,28
my new life,2010,Thriller,6.2,35
my one time joy,2002,"Comedy,Drama",6.8,11
my own private war,2016,Documentary,8.5,12
my parents are divorced,1959,"Comedy,Drama,Romance",6.1,14
my penguin friend,2024,"Adventure,Drama,Family",6.7,4816
my people are not yours,1944,Drama,4.6,25
my pleasure is my business,1975,Comedy,4.5,75
my roommate enzo,2022,"Biography,Comedy,Drama",5.3,8
my sassy girl (yeopgijeogin geunyeo),2001,Comedy,10.0,1
my sassy girl (yeopgijeogin geunyeo),2001,Romance,10.0,1
my science project,1985,Adventure,9.0,4
my science project,1985,Sci-Fi,9.0,4
my seven little sins,1954,Comedy,6.0,44
my sister momoko,2003,"Animation,Drama",7.7,78
my sister's keeper,2009,Drama,8.0,1
my son,1939,Drama,6.0,15
my son the fanatic,1997,Comedy,7.0,1
my son the fanatic,1997,Drama,7.0,1
my son the fanatic,1997,Romance,7.0,1
my stepdaughter,2015,Thriller,3.6,473
my stepmother is an alien,1988,Comedy,4.7,28374
my stepmother is an alien,1988,Romance,4.7,28374
my stepmother is an alien,1988,Sci-Fi,4.7,28374
my suicide,2009,"Comedy,Drama",7.1,2651
my super ex-girlfriend,2006,Comedy,3.1,68125
my super ex-girlfriend,2006,Fantasy,3.1,68125
my super ex-girlfriend,2006,Romance,3.1,68125
my teacher eats biscuits,1996,Comedy,7.7,17
my transparent life,2022,Documentary,6.7,369
my uncle from texas,1962,Comedy,5.8,9
my unknown soldier,2018,"Documentary,History",5.8,17
"my vmeste, mama",1976,Drama,5.2,7
my wedding and other secrets,2011,"Comedy,Drama,Romance",6.1,318
my wife understands me,1959,"Drama,Romance",6.6,18
my wife's first lover,2006,"Comedy,Drama",4.8,203
"my will, i will",1986,"Comedy,Drama,Mystery",6.0,35
my wonderful life,2021,"Comedy,Drama,Romance",5.9,950
my x girlfriend,2019,Horror,7.9,13
my yang gang diary,2021,Documentary,8.8,23
my yedem v ameriku,1992,Drama,6.3,23
mysteries of london,1915,"Crime,Drama",5.5,18
mysteries of paris,1912,Drama,5.8,11
mysteries of the lake,2018,Documentary,6.9,46
mysterious mr. nicholson,1947,"Crime,Drama,Mystery",4.5,129
mysterious skin,2004,Drama,1.0,2
mysterious skin,2004,Mystery,1.0,2
mystery,2014,"Mystery,Thriller",2.0,14
mystery date,1991,Comedy,6.0,1
mystery mister ra,1984,"Documentary,Music",7.1,11
mystery writers,2024,Horror,5.1,70
mystic mountain massacre,1971,Horror,5.0,8
mystic singer,2024,Horror,4.8,237
myth of man,2025,"Action,Adventure,Fantasy",5.3,223
myths of my childhood,2005,"Comedy,Drama,Romance",6.6,62
mágoa de boiadeiro,1977,"Drama,Musical",7.5,12
más allá de la cumbre,2008,Documentary,7.8,18
más de un millón,2015,Documentary,6.4,5
más que un hombre,2007,Comedy,6.6,65
mãe genovena,1983,\N,8.0,7
mãos sangrentas,1955,"Crime,Drama",7.0,84
mädchen für alles,1937,Comedy,6.5,38
mädchen hinter gittern,1965,Drama,6.7,30
måker,1991,Drama,3.2,73
"méfiez-vous, mesdames!",1963,Comedy,5.6,50
mémoires d'un jeune con,1996,"Crime,Drama",6.6,31
méxico norte,1979,"Drama,Romance",6.9,21
mînia,1977,Drama,6.5,21
mörkö,2011,"Drama,Fantasy,Horror",6.2,35
música nocturna,2007,\N,3.7,45
n'avoue jamais,2024,Comedy,5.8,450
n.e.p.,1995,Documentary,8.6,10
na dikom brege,1967,Drama,6.4,20
na lunu s peresadkoi,1934,Drama,6.7,7
na primavera da vida,1926,Adventure,5.2,13
naami chor,1977,Action,5.2,13
naan potta savaal,1980,Action,5.2,38
naar ka sur,2022,Drama,9.2,68
naari: the women,2025,"Drama,Family",8.6,1008
naassaf lehaza al khataa,1986,Drama,6.2,23
nacer en leningrado,1977,\N,5.4,7
nach der stille,2011,Documentary,7.7,11
nachaniya,2021,Drama,9.0,7
nachttanke,2000,Documentary,8.0,81
"nacional, una historia verdadera",2019,"Biography,Documentary",7.0,5
nación,2020,Documentary,6.3,33
nad námi svítá,1953,\N,4.6,10
nada dan dakwah,1991,Drama,5.7,18
nadia nagar,1986,Drama,7.7,7
nadie inquietó más - narciso ibáñez menta,2005,Documentary,8.3,22
nadja,1994,Drama,8.0,2
nadodikkattu,1987,Comedy,8.8,6164
nafaka,2006,"Action,Comedy,War",6.8,790
nagalit ang patay sa haba ng lamay,1985,Comedy,7.9,14
naganiacz,1964,"Drama,War",6.6,41
nai nabhannu la,2010,Romance,6.7,20
naked brown men,2003,\N,6.0,33
naked gun,1956,Western,6.6,264
naked in the cold sun,1997,"Drama,Romance",7.5,39
naked in the snow,1974,"Drama,Romance",5.2,35
naked in the sun,1957,Western,5.4,83
naked lunch,1991,Drama,9.0,9
naked lunch,1991,Fantasy,9.0,9
naked lunch,1991,Mystery,9.0,9
naked lunch,1991,Sci-Fi,9.0,9
naked movie,2002,Comedy,4.3,131
naked songs: the life & times of rickie lee jones,1996,"Biography,Documentary,Music",7.0,10
naked teenager,1979,"Adult,Comedy",6.0,37
nakee 2,2018,"Fantasy,Romance",5.2,366
"nakreceni, czyli szolbiznes po polsku",2003,Documentary,5.8,45
nalanum nandhiniyum,2014,Romance,4.8,44
nalla nilavulla rathri,2023,"Action,Comedy,Thriller",5.3,362
"name of the rose, the (name der rose, der)",1986,Crime,8.0,18
"name of the rose, the (name der rose, der)",1986,Drama,8.0,18
"name of the rose, the (name der rose, der)",1986,Mystery,8.0,18
"name of the rose, the (name der rose, der)",1986,Thriller,8.0,18
nameless,2021,Drama,6.4,7
nan guo zhi chun,1932,"Drama,Romance",4.6,23
nana,2015,Documentary,8.3,31
"nanay, tatay",2024,Horror,7.3,44
nanchang uprising,1981,War,4.1,11
nandi 2022,2022,Crime,7.8,8
nandini nursing home,2016,Comedy,7.2,83
nanna preethiya hudugi,2001,"Drama,Romance",7.9,38
nantu ghotok,1982,"Comedy,Drama,Family",3.8,8
napasta,1928,Drama,6.6,12
napfény a jégen,1961,Comedy,5.4,34
napolislam,2015,Documentary,5.8,33
narcissus off duty,2020,Documentary,7.4,237
narcosys,2000,"Action,Sci-Fi",3.6,86
narrow margin,1990,"Action,Crime,Thriller",6.6,11304
nas ondas da fé,2023,Comedy,5.6,215
nasibo,1994,Action,7.9,10
nasty neighbours,1999,Comedy,5.8,150
nasu: summer in andalusia,2003,Animation,10.0,1
naszosc - tylko dla nienormalnych,2023,Documentary,6.2,9
natascha - todesgrüße aus moskau,1977,"Action,Crime",4.4,23
natatorium,2024,"Drama,Thriller",5.7,102
natha pure aata,2006,Comedy,5.4,12
national adultery,1982,Comedy,5.4,56
national garden,2009,"Documentary,Drama,Family",8.7,12
national lampoon's van wilder,2002,Comedy,10.0,22
national theatre live: best of enemies,2023,Drama,7.3,41
national theatre live: frankenstein,2011,"Drama,Horror,Sci-Fi",8.5,4428
national theatre live: i'm not running,2019,Drama,7.6,60
national theatre live: london assurance,2010,Comedy,8.1,72
national theatre live: nation,2010,"Drama,Fantasy",8.6,19
national theatre live: salomé,2017,Drama,6.6,64
national velvet,1944,Children,8.0,2
national velvet,1944,Drama,8.0,2
native son,1986,Drama,6.0,1
natural born lovers,2012,"Comedy,Romance",4.8,172
natural resistance,2014,Documentary,6.2,78
"natural, the",1984,Drama,8.0,24
nature calls,2012,Comedy,3.0,1
nau mahine nau divas,2009,"Comedy,Drama",6.3,26
nausicaä of the valley of the wind (kaze no tani no naushika),1984,Adventure,7.0,23
nausicaä of the valley of the wind (kaze no tani no naushika),1984,Animation,7.0,23
nausicaä of the valley of the wind (kaze no tani no naushika),1984,Drama,7.0,23
nausicaä of the valley of the wind (kaze no tani no naushika),1984,Fantasy,7.0,23
nausicaä of the valley of the wind (kaze no tani no naushika),1984,Sci-Fi,7.0,23
nautilus,1990,Drama,6.5,27
navajazo,2014,"Biography,Documentary",6.4,122
navelru... half boiled,2019,Drama,7.4,41
"navigator, the",1924,Comedy,7.0,1
nay-dalgata nosht,1967,"Drama,War",8.0,51
nayan rahasya,2024,"Mystery,Thriller",4.8,168
naz evi,2022,Comedy,5.5,14
nazar,2005,Thriller,4.1,159
nazar andaaz,2022,"Comedy,Drama",7.2,1819
nazi concentration and prison camps,1945,"Documentary,History",8.3,1723
nazi fugitives,2023,Documentary,5.4,71
nazi undead,2018,"Drama,Horror,Mystery",3.3,513
nazli,2015,Drama,3.3,11
ne chuzhie,2018,Drama,5.6,25
neal brennan: 3 mics,2017,Comedy,9.0,1
nearly eighteen,1943,"Comedy,Music,Romance",5.5,73
neath's love story,2024,"Comedy,Romance",7.6,52
neath's love story 3,2024,"Comedy,Horror",6.4,12
neato mosquito,2009,Comedy,8.0,30
nebesa,1940,Comedy,5.4,8
nebo nashego detstva,1966,Drama,7.6,50
neboskreby moskvy,2003,Documentary,7.0,17
nebraska,2001,Drama,8.1,39
necronomicón,2018,"Horror,Thriller",4.5,116
ned,2003,"Action,Comedy,Western",6.3,420
ned kelly,2003,Drama,6.0,1
neds,2010,Drama,8.0,1
need for speed,2014,Action,7.0,2
need for speed,2014,Crime,7.0,2
need for speed,2014,Drama,7.0,2
need for speed,2014,IMAX,7.0,2
needle through brick,2009,Documentary,8.3,32
neel mukut,2021,"Documentary,Drama",7.7,90
neelambari,2010,Drama,6.2,8
